path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,augment
data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0022.flac,0,0,0,1,0,1993,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1993-147149-0022,libri::1993,libri::1993,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_7976-110124-0015.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0015,libri::7976,libri::7976,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1988-24833-0001.flac,0,0,0,1,0,1988,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1988-24833-0001,libri::1988,libri::1988,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_7976-110124-0023.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0023,libri::7976,libri::7976,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6345-64257-0004.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-64257-0004,libri::6345,libri::6345,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_5338-284437-0015.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0015,libri::5338,libri::5338,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_5694-64038-0010.flac,0,0,0,1,0,5694,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5694-64038-0010,libri::5694,libri::5694,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0010.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149897-0010,libri::2277,libri::2277,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0012.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149897-0012,libri::2277,libri::2277,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6241-66616-0009.flac,0,0,0,1,0,6241,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6241-66616-0009,libri::6241,libri::6241,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0035.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149897-0035,libri::2277,libri::2277,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2412-153948-0003.flac,0,0,0,1,0,2412,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2412-153948-0003,libri::2412,libri::2412,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2078-142845-0010.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0010,libri::2078,libri::2078,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6345-93306-0006.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93306-0006,libri::6345,libri::6345,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2902-9006-0001.flac,0,0,0,1,0,2902,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2902-9006-0001,libri::2902,libri::2902,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0008.flac,0,0,0,1,0,1919,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1919-142785-0008,libri::1919,libri::1919,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0015.flac,0,0,0,1,0,1919,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1919-142785-0015,libri::1919,libri::1919,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_652-129742-0009.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-129742-0009,libri::652,libri::652,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_652-130737-0000.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-130737-0000,libri::652,libri::652,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0025.flac,0,0,0,1,0,6295,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6295-64301-0025,libri::6295,libri::6295,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1993-147964-0002.flac,0,0,0,1,0,1993,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1993-147964-0002,libri::1993,libri::1993,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_8297-275155-0001.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275155-0001,libri::8297,libri::8297,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0008.flac,0,0,0,1,0,1272,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1272-141231-0008,libri::1272,libri::1272,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3853-163249-0048.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0048,libri::3853,libri::3853,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149874-0007.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149874-0007,libri::2277,libri::2277,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2078-142845-0013.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0013,libri::2078,libri::2078,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_5338-284437-0006.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0006,libri::5338,libri::5338,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2078-142845-0026.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0026,libri::2078,libri::2078,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6345-93302-0016.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93302-0016,libri::6345,libri::6345,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1673-143396-0011.flac,0,0,0,1,0,1673,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1673-143396-0011,libri::1673,libri::1673,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2803-161169-0015.flac,0,0,0,1,0,2803,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2803-161169-0015,libri::2803,libri::2803,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3576-138058-0031.flac,0,0,0,1,0,3576,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3576-138058-0031,libri::3576,libri::3576,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3536-23268-0001.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-23268-0001,libri::3536,libri::3536,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2902-9008-0016.flac,0,0,0,1,0,2902,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2902-9008-0016,libri::2902,libri::2902,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_7976-110523-0002.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110523-0002,libri::7976,libri::7976,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_84-121123-0004.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121123-0004,libri::84,libri::84,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0049.flac,0,0,0,1,0,1919,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1919-142785-0049,libri::1919,libri::1919,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1272-135031-0012.flac,0,0,0,1,0,1272,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1272-135031-0012,libri::1272,libri::1272,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_251-136532-0005.flac,0,0,0,1,0,251,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_251-136532-0005,libri::251,libri::251,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3081-166546-0063.flac,0,0,0,1,0,3081,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3081-166546-0063,libri::3081,libri::3081,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149896-0017.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149896-0017,libri::2277,libri::2277,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_251-137823-0025.flac,0,0,0,1,0,251,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_251-137823-0025,libri::251,libri::251,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6345-93302-0021.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93302-0021,libri::6345,libri::6345,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3853-163249-0022.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0022,libri::3853,libri::3853,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_8297-275155-0011.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275155-0011,libri::8297,libri::8297,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6345-93306-0015.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93306-0015,libri::6345,libri::6345,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_8297-275154-0025.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275154-0025,libri::8297,libri::8297,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1988-148538-0012.flac,0,0,0,1,0,1988,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1988-148538-0012,libri::1988,libri::1988,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3536-23268-0007.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-23268-0007,libri::3536,libri::3536,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6345-93302-0006.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93302-0006,libri::6345,libri::6345,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_84-121123-0017.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121123-0017,libri::84,libri::84,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1993-147964-0004.flac,0,0,0,1,0,1993,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1993-147964-0004,libri::1993,libri::1993,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3576-138058-0005.flac,0,0,0,1,0,3576,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3576-138058-0005,libri::3576,libri::3576,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_5338-24615-0010.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-24615-0010,libri::5338,libri::5338,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_84-121550-0027.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121550-0027,libri::84,libri::84,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3853-163249-0054.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0054,libri::3853,libri::3853,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3853-163249-0004.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0004,libri::3853,libri::3853,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6345-93306-0000.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93306-0000,libri::6345,libri::6345,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2078-142845-0019.flac,0,0,0,1,0,2078,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2078-142845-0019,libri::2078,libri::2078,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1673-143397-0004.flac,0,0,0,1,0,1673,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1673-143397-0004,libri::1673,libri::1673,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3536-8226-0001.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-8226-0001,libri::3536,libri::3536,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_652-129742-0016.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-129742-0016,libri::652,libri::652,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0013.flac,0,0,0,1,0,6295,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6295-244435-0013,libri::6295,libri::6295,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2803-154328-0009.flac,0,0,0,1,0,2803,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2803-154328-0009,libri::2803,libri::2803,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_652-129742-0003.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-129742-0003,libri::652,libri::652,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_652-130737-0001.flac,0,0,0,1,0,652,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_652-130737-0001,libri::652,libri::652,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_5338-24615-0009.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-24615-0009,libri::5338,libri::5338,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3853-163249-0053.flac,0,0,0,1,0,3853,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3853-163249-0053,libri::3853,libri::3853,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0028.flac,0,0,0,1,0,6295,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6295-64301-0028,libri::6295,libri::6295,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0027.flac,0,0,0,1,0,6295,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6295-64301-0027,libri::6295,libri::6295,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_5694-64025-0010.flac,0,0,0,1,0,5694,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5694-64025-0010,libri::5694,libri::5694,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149896-0028.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149896-0028,libri::2277,libri::2277,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_5338-284437-0007.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0007,libri::5338,libri::5338,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_8297-275155-0028.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275155-0028,libri::8297,libri::8297,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3536-8226-0014.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-8226-0014,libri::3536,libri::3536,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0010.flac,0,0,0,1,0,3000,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3000-15664-0010,libri::3000,libri::3000,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_7976-110124-0010.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-110124-0010,libri::7976,libri::7976,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_84-121123-0021.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121123-0021,libri::84,libri::84,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_84-121123-0025.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121123-0025,libri::84,libri::84,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_251-118436-0008.flac,0,0,0,1,0,251,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_251-118436-0008,libri::251,libri::251,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1988-147956-0014.flac,0,0,0,1,0,1988,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1988-147956-0014,libri::1988,libri::1988,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_7976-105575-0004.flac,0,0,0,1,0,7976,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_7976-105575-0004,libri::7976,libri::7976,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_251-118436-0012.flac,0,0,0,1,0,251,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_251-118436-0012,libri::251,libri::251,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2277-149896-0008.flac,0,0,0,1,0,2277,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2277-149896-0008,libri::2277,libri::2277,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_5338-284437-0033.flac,0,0,0,1,0,5338,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5338-284437-0033,libri::5338,libri::5338,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0004.flac,0,0,0,1,0,6241,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6241-61946-0004,libri::6241,libri::6241,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_8297-275155-0017.flac,0,0,0,1,0,8297,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_8297-275155-0017,libri::8297,libri::8297,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6345-93302-0023.flac,0,0,0,1,0,6345,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6345-93302-0023,libri::6345,libri::6345,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_84-121550-0020.flac,0,0,0,1,0,84,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_84-121550-0020,libri::84,libri::84,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2412-153954-0006.flac,0,0,0,1,0,2412,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2412-153954-0006,libri::2412,libri::2412,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3536-23268-0016.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-23268-0016,libri::3536,libri::3536,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2803-154328-0021.flac,0,0,0,1,0,2803,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2803-154328-0021,libri::2803,libri::2803,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0015.flac,0,0,0,1,0,6295,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6295-244435-0015,libri::6295,libri::6295,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_5694-64029-0022.flac,0,0,0,1,0,5694,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_5694-64029-0022,libri::5694,libri::5694,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0000.flac,0,0,0,1,0,1993,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1993-147149-0000,libri::1993,libri::1993,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3081-166546-0019.flac,0,0,0,1,0,3081,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3081-166546-0019,libri::3081,libri::3081,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0032.flac,0,0,0,1,0,6295,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_6295-64301-0032,libri::6295,libri::6295,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_2412-153948-0002.flac,0,0,0,1,0,2412,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_2412-153948-0002,libri::2412,libri::2412,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3536-23268-0010.flac,0,0,0,1,0,3536,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3536-23268-0010,libri::3536,libri::3536,,,,,,,,,none
data\raw\openslr_librispeech_asr\librispeech_dev_3576-138058-0037.flac,0,0,0,1,0,3576,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3576-138058-0037,libri::3576,libri::3576,,,,,,,,,none
